Product Name,link,ean_value,Price,Image URL,Alt Text
Carne Bovina Moída Muffato Foods 500g,https://www.supermuffato.com.br/carne-bovina-moida-muffato-foods-500g-273446/p,7896278182356,14.02,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Cerveja Corona Extra Long Neck 330ml,https://www.supermuffato.com.br/cerveja-corona-extra-long-neck-330-ml-255486/p,7891149108718,6.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Queijo Mussarela Muffato Foods Batavo Fatiado 150g,https://www.supermuffato.com.br/queijo-mussarela-muffato-foods-batavo-fatiado-150g-280476/p,7896278183346,6.97,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Presunto Muffato Foods Frimesa Fatiado 200g,https://www.supermuffato.com.br/presunto-frimesa-sc-gord-mf-fat-200g-269543/p,7896278179066,6.97,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Refrigerante Antarctica Guaraná sem Açúcar Garrafa 2L,https://www.supermuffato.com.br/refrigerante-guarana-antarctica-zero-2l-12893/p,7891991001373,7.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Refrigerante Antarctica Guaraná Garrafa 2L,https://www.supermuffato.com.br/refrigerante-guarana-antarctica-2-l-12886/p,7891991001342,7.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Refrigerante Pepsi Garrafa 2L,https://www.supermuffato.com.br/refrigerante-pepsi-cola-2-l-3859/p,7892840800000,6.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
"Suco Integral Aurora Uva Tinto 1,5L",https://www.supermuffato.com.br/suco-integral-aurora-uva-tinto-15l-289159/p,7891141036170,12.24,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Linguiça Pernil Granel Muffato Foods Kg,https://www.supermuffato.com.br/linguica-pernil-granel-muffato-foods-kg-288793/p,318631,14.02,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Molho de Tomate Tradicional Heinz Sachê 300g,https://www.supermuffato.com.br/molho-de-tomate-tradicional-heinz-sache-300g-283749/p,7896102501896,4.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Chocolate Milka Meio Amargo Extra Cacao 100g,https://www.supermuffato.com.br/choc-milka-meio-amg-extra-cocoa-100g-281880/p,7622201106621,10.99,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Peito de Peru Muffato Foods Seara Fatiado 200g,https://www.supermuffato.com.br/peito-de-peru-muffato-foods-seara-fatiado-200g-269696/p,7896278180055,13.09,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Bombom Nestlé Especialidades Caixa 251g,https://www.supermuffato.com.br/bombom-nestle-especialidades-251g-267042/p,7891000325131,13.4,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Biscoito Teens Snack Chocolate 30g,https://www.supermuffato.com.br/bisc-teens-snack-chocolate-pct-30g-250774/p,7896003711905,0.63,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Azeitona Verde Hemmer sem Caroço Sachê 140g,https://www.supermuffato.com.br/azeitona-hemmer-verde-sem-caroco-140-g-245525/p,7891031116920,7.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Cerveja Budweiser American Lager Long Neck 330ml,https://www.supermuffato.com.br/cerv-budweiser-ln-330ml-244242/p,7891991014762,5.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Chocolate Milka Avelã 100g,https://www.supermuffato.com.br/chocolate-milka-avela-100g-236042/p,4025700001023,10.99,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
"Chocolate Nestlé KitKat 4 Fingers ao Leite 41,5g",https://www.supermuffato.com.br/chocolate-nestle-kitkat-ao-leite-41-5g-229804/p,7891000248768,2.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Biscoito Nestlé Passatempo Recheado Chocolate 130g,https://www.supermuffato.com.br/biscoito-nestle-passatempo-de-chocolate-130g-221151/p,7891000241356,3.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Refrigerante Pepsi Zero Garrafa 2L,https://www.supermuffato.com.br/refrigerante-pepsi-zero-2l-207718/p,7892840813444,6.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Presunto Sadia Soltíssimo Cozido 200g,https://www.supermuffato.com.br/presunto-sadia-soltissimo-cozido-200g-204394/p,7891515432652,14.0,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Margarina Vigor 80% Com Sal 500g,https://www.supermuffato.com.br/margarina-vigor-sabor-manteiga-com-sal-500-g-202219/p,7891999011039,7.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Filé de Frango Sadia Congelado 1kg,https://www.supermuffato.com.br/file-de-frango-sadia-congelado-1-kg-195868/p,7893000005945,19.5,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Higienizador Cremoso Cif Milagroso Limão 450ml,https://www.supermuffato.com.br/limpador-cif-cremos-limpeza-profunda-limao-450ml-176649/p,7891150022027,13.49,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Filézinho Sassami de Frango Sadia Congelado 1kg,https://www.supermuffato.com.br/filezinho-de-frango-sadia-sassami-1-kg-175526/p,7893000516083,16.5,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Biscoito PASSATEMPO Leite 150g,https://www.supermuffato.com.br/biscoito-passatempo-leite-150g-161521/p,7891000051436,3.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Sobrecoxa de Frango Sadia Congelada 1kg,https://www.supermuffato.com.br/sobrecoxa-sadia-fgo-zip-iqf-1kg-113715/p,7893000005976,14.4,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Água de Coco Sococo 1L,https://www.supermuffato.com.br/agua-de-coco-sococo-1l-105690/p,frente,8.16,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Requeijão Vigor Cremoso Tradicional 200g,https://www.supermuffato.com.br/requeijao-cremoso-vigor-200g-103571/p,7891999144485,8.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Molho de Tomate Hemmer Tradicional 300g,https://www.supermuffato.com.br/molho-de-tomate-hemmer-tradicional-300g-80996/p,7896102502145,3.4,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Queijo Parmesão Vigor Ralado 50g,https://www.supermuffato.com.br/queijo-vigor-parmesao-ralado-50-g-8617/p,7891999970053,6.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Linguiça Perdigão Calabresa 400g,https://www.supermuffato.com.br/linguica-perdigao-calabresa-400g-1953/p,7891515977511,16.4,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Biscoito Recheado Marilan Paw Patrol Chocolate 80g,https://www.supermuffato.com.br/biscoito-recheado-marilan-paw-patrol-chocolate-80g-294153/p,7896003739312,0.63,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Iogurte Vigor Grego Blueberry 90g,https://www.supermuffato.com.br/iogurte-vigor-grego-blueberry-90g-285598/p,7896625211104,3.0,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Chocolate Milka Recheado Oreo Brownie 100g,https://www.supermuffato.com.br/choc-milka-rech-oreo-brownie-100g-281877/p,7622210953421,10.99,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Salsicha Muffato Foods Perdigão Hot Dog Resfriada Kg,https://www.supermuffato.com.br/salsicha-perdig-hot-dog-resfr-mf-kg-273967/p,206754,16.58,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Salame Italiano Muffato Foods Ceratti Defumado Fatiado 100g,https://www.supermuffato.com.br/salame-italiano-muffato-foods-ceratti-defumado-fatiado-100g-270155/p,7896278181953,9.52,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Ketchup Hemmer Tradicional 750g,https://www.supermuffato.com.br/ketchup-hemmer-tradicional-750g-269894/p,7891031409121,16.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Bacon Manta Muffato Foods Defumado Pedaço Kg,https://www.supermuffato.com.br/bacon-perdigao-manta-defumado-mf-ped-kg-269571/p,195850,27.96,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Linguiça Calabresa Alegra Muffato Foods Kg,https://www.supermuffato.com.br/linguica-alegra-tipo-calabresa-muffato-foods-kg-269564/p,195713,22.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Linguiça Calabresa Muffato Foods Frimesa Kg,https://www.supermuffato.com.br/linguica-frimesa-tp-calabresa-mf-kg-269560/p,195669,23.54,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Lasanha Perdigão Bolonhesa 600g,https://www.supermuffato.com.br/lasanha-perdigao-bolonhesa-600g-229408/p,7891515496357,7.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Lasanha Sadia Bolonhesa 600g,https://www.supermuffato.com.br/lasanha-sadia-bolonhesa-600g-215191/p,7891515475703,15.4,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Mortadela Perdigão Ouro Fatiada 200g,https://www.supermuffato.com.br/mortadela-perdigao-ouro-fatiada-200g-204392/p,7891515434311,8.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
"Suco de Uva Garibaldi Branco Integral 1,5L",https://www.supermuffato.com.br/suco-de-uva-garibaldi-branco-integral-15l-191548/p,7896034302264,13.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Chocolate Milka Straberry Yogurt 100g,https://www.supermuffato.com.br/chocolate-milka-straberry-yogurt-100g-187652/p,7622200007332,10.99,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Higienizador Cremoso Cif Original 450ml,https://www.supermuffato.com.br/saponaceo-cremoso-cif-multiuso-original-450ml-176647/p,7891150022034,13.49,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Margarina Cremosa Claybom com Sal 500g,https://www.supermuffato.com.br/margarina-cremosa-claybom-com-sal-500g-168870/p,7891515901059,5.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Carne Bovina Moída Muffato Foods 500g,https://www.supermuffato.com.br/carne-bovina-moida-muffato-foods-500g-273446/p,7896278182356,14.02,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Cerveja Corona Extra Long Neck 330ml,https://www.supermuffato.com.br/cerveja-corona-extra-long-neck-330-ml-255486/p,7891149108718,6.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Queijo Mussarela Muffato Foods Batavo Fatiado 150g,https://www.supermuffato.com.br/queijo-mussarela-muffato-foods-batavo-fatiado-150g-280476/p,7896278183346,6.97,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Presunto Muffato Foods Frimesa Fatiado 200g,https://www.supermuffato.com.br/presunto-frimesa-sc-gord-mf-fat-200g-269543/p,7896278179066,6.97,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Refrigerante Antarctica Guaraná sem Açúcar Garrafa 2L,https://www.supermuffato.com.br/refrigerante-guarana-antarctica-zero-2l-12893/p,7891991001373,7.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Refrigerante Antarctica Guaraná Garrafa 2L,https://www.supermuffato.com.br/refrigerante-guarana-antarctica-2-l-12886/p,7891991001342,7.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Refrigerante Pepsi Garrafa 2L,https://www.supermuffato.com.br/refrigerante-pepsi-cola-2-l-3859/p,7892840800000,6.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
"Suco Integral Aurora Uva Tinto 1,5L",https://www.supermuffato.com.br/suco-integral-aurora-uva-tinto-15l-289159/p,7891141036170,12.24,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Linguiça Pernil Granel Muffato Foods Kg,https://www.supermuffato.com.br/linguica-pernil-granel-muffato-foods-kg-288793/p,318631,14.02,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Molho de Tomate Tradicional Heinz Sachê 300g,https://www.supermuffato.com.br/molho-de-tomate-tradicional-heinz-sache-300g-283749/p,7896102501896,4.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Chocolate Milka Meio Amargo Extra Cacao 100g,https://www.supermuffato.com.br/choc-milka-meio-amg-extra-cocoa-100g-281880/p,7622201106621,10.99,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Peito de Peru Muffato Foods Seara Fatiado 200g,https://www.supermuffato.com.br/peito-de-peru-muffato-foods-seara-fatiado-200g-269696/p,7896278180055,13.09,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Bombom Nestlé Especialidades Caixa 251g,https://www.supermuffato.com.br/bombom-nestle-especialidades-251g-267042/p,7891000325131,13.4,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Biscoito Teens Snack Chocolate 30g,https://www.supermuffato.com.br/bisc-teens-snack-chocolate-pct-30g-250774/p,7896003711905,0.63,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Azeitona Verde Hemmer sem Caroço Sachê 140g,https://www.supermuffato.com.br/azeitona-hemmer-verde-sem-caroco-140-g-245525/p,7891031116920,7.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Cerveja Budweiser American Lager Long Neck 330ml,https://www.supermuffato.com.br/cerv-budweiser-ln-330ml-244242/p,7891991014762,5.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Chocolate Milka Avelã 100g,https://www.supermuffato.com.br/chocolate-milka-avela-100g-236042/p,4025700001023,10.99,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
"Chocolate Nestlé KitKat 4 Fingers ao Leite 41,5g",https://www.supermuffato.com.br/chocolate-nestle-kitkat-ao-leite-41-5g-229804/p,7891000248768,2.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Biscoito Nestlé Passatempo Recheado Chocolate 130g,https://www.supermuffato.com.br/biscoito-nestle-passatempo-de-chocolate-130g-221151/p,7891000241356,3.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Refrigerante Pepsi Zero Garrafa 2L,https://www.supermuffato.com.br/refrigerante-pepsi-zero-2l-207718/p,7892840813444,6.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Presunto Sadia Soltíssimo Cozido 200g,https://www.supermuffato.com.br/presunto-sadia-soltissimo-cozido-200g-204394/p,7891515432652,14.0,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Margarina Vigor 80% Com Sal 500g,https://www.supermuffato.com.br/margarina-vigor-sabor-manteiga-com-sal-500-g-202219/p,7891999011039,7.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Filé de Frango Sadia Congelado 1kg,https://www.supermuffato.com.br/file-de-frango-sadia-congelado-1-kg-195868/p,7893000005945,19.5,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Higienizador Cremoso Cif Milagroso Limão 450ml,https://www.supermuffato.com.br/limpador-cif-cremos-limpeza-profunda-limao-450ml-176649/p,7891150022027,13.49,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Filézinho Sassami de Frango Sadia Congelado 1kg,https://www.supermuffato.com.br/filezinho-de-frango-sadia-sassami-1-kg-175526/p,7893000516083,16.5,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Biscoito PASSATEMPO Leite 150g,https://www.supermuffato.com.br/biscoito-passatempo-leite-150g-161521/p,7891000051436,3.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Sobrecoxa de Frango Sadia Congelada 1kg,https://www.supermuffato.com.br/sobrecoxa-sadia-fgo-zip-iqf-1kg-113715/p,7893000005976,14.4,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Água de Coco Sococo 1L,https://www.supermuffato.com.br/agua-de-coco-sococo-1l-105690/p,frente,8.16,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Requeijão Vigor Cremoso Tradicional 200g,https://www.supermuffato.com.br/requeijao-cremoso-vigor-200g-103571/p,7891999144485,8.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Molho de Tomate Hemmer Tradicional 300g,https://www.supermuffato.com.br/molho-de-tomate-hemmer-tradicional-300g-80996/p,7896102502145,3.4,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Queijo Parmesão Vigor Ralado 50g,https://www.supermuffato.com.br/queijo-vigor-parmesao-ralado-50-g-8617/p,7891999970053,6.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Linguiça Perdigão Calabresa 400g,https://www.supermuffato.com.br/linguica-perdigao-calabresa-400g-1953/p,7891515977511,16.4,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Biscoito Recheado Marilan Paw Patrol Chocolate 80g,https://www.supermuffato.com.br/biscoito-recheado-marilan-paw-patrol-chocolate-80g-294153/p,7896003739312,0.63,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Iogurte Vigor Grego Blueberry 90g,https://www.supermuffato.com.br/iogurte-vigor-grego-blueberry-90g-285598/p,7896625211104,3.0,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Chocolate Milka Recheado Oreo Brownie 100g,https://www.supermuffato.com.br/choc-milka-rech-oreo-brownie-100g-281877/p,7622210953421,10.99,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Salsicha Muffato Foods Perdigão Hot Dog Resfriada Kg,https://www.supermuffato.com.br/salsicha-perdig-hot-dog-resfr-mf-kg-273967/p,206754,16.58,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Salame Italiano Muffato Foods Ceratti Defumado Fatiado 100g,https://www.supermuffato.com.br/salame-italiano-muffato-foods-ceratti-defumado-fatiado-100g-270155/p,7896278181953,9.52,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Ketchup Hemmer Tradicional 750g,https://www.supermuffato.com.br/ketchup-hemmer-tradicional-750g-269894/p,7891031409121,16.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Bacon Manta Muffato Foods Defumado Pedaço Kg,https://www.supermuffato.com.br/bacon-perdigao-manta-defumado-mf-ped-kg-269571/p,195850,27.96,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Linguiça Calabresa Alegra Muffato Foods Kg,https://www.supermuffato.com.br/linguica-alegra-tipo-calabresa-muffato-foods-kg-269564/p,195713,22.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Linguiça Calabresa Muffato Foods Frimesa Kg,https://www.supermuffato.com.br/linguica-frimesa-tp-calabresa-mf-kg-269560/p,195669,23.54,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Lasanha Perdigão Bolonhesa 600g,https://www.supermuffato.com.br/lasanha-perdigao-bolonhesa-600g-229408/p,7891515496357,7.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Lasanha Sadia Bolonhesa 600g,https://www.supermuffato.com.br/lasanha-sadia-bolonhesa-600g-215191/p,7891515475703,15.4,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Mortadela Perdigão Ouro Fatiada 200g,https://www.supermuffato.com.br/mortadela-perdigao-ouro-fatiada-200g-204392/p,7891515434311,8.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
"Suco de Uva Garibaldi Branco Integral 1,5L",https://www.supermuffato.com.br/suco-de-uva-garibaldi-branco-integral-15l-191548/p,7896034302264,13.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Chocolate Milka Straberry Yogurt 100g,https://www.supermuffato.com.br/chocolate-milka-straberry-yogurt-100g-187652/p,7622200007332,10.99,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Higienizador Cremoso Cif Original 450ml,https://www.supermuffato.com.br/saponaceo-cremoso-cif-multiuso-original-450ml-176647/p,7891150022034,13.49,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
Margarina Cremosa Claybom com Sal 500g,https://www.supermuffato.com.br/margarina-cremosa-claybom-com-sal-500g-168870/p,7891515901059,5.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_duplo_black_friday_2023_prorrogado_01.png?v=638366839670430000,black friday 01
