IdLoja;Departamento;Categoria;SubCategoria;Marca;Unidade;Volume;CodigoBarra;Nome;Data;Data2;Valor;ValorPromocao;QtdeEstoqueAtual;QtdeEstoqueMinimo;Descricao;Ativo;Plu;ValorCompra;ValidadeProxima;ValorAtacado;QuantidadeAtacado;SemUso
5264;PAPELARIA/VIAGEM/LIVROS;INSTRUMENTOS DE ESCRITA;KIT ESCOLAR;MOLIN;UN;1;7899588006626;KIT ESCOLAR MOLIN TROPICAL MINNIE C/7;08/12/2023;08/12/2023;61.9;0;0;5; ;S;2180016;0;N;0;0; 
5264;PAPELARIA/VIAGEM/LIVROS;PAPELARIA;KITS GEOMETRICOS;DELLO;UN;1;7897832857444;Conjunto de Esquadro Escolar Dello;08/12/2023;08/12/2023;5.59;0;19;5;Para Desenho;S;1847748;0;N;0;0; 
5264;PAPELARIA/VIAGEM/LIVROS;PAPELARIA;KITS GEOMETRICOS;DELLO;UN;1;7897832857451;Conjunto de Esquadro Escolar Dello;08/12/2023;08/12/2023;5.59;0;19;5;Para Desenho;S;1847748;0;N;0;0; 
5264;SECA PESADA;FARINACEOS;PREPARO PARA TAPIOCA;ROCHA;UN;1;7896655401421;Massa para Tapioca Rocha;08/12/2023;08/12/2023;1.55;0;56;5;70g ;S;2114361;0;N;0;0; 
5264;PERFUMARIA/HIGIENE E BELEZA;ACESSORIOS PARA SOL;PROTETOR CORPORAL;CENOURA E BRONZE;UN;1;7896108560330;Protetor Solar Cenoura & Bronze;08/12/2023;08/12/2023;46.9;0;48;5;200ml - FPS 50;S;1617679;0;N;0;0; 
5264;PERFUMARIA/HIGIENE E BELEZA;ACESSORIOS PARA SOL;PROTETOR CORPORAL;CENOURA E BRONZE;UN;1;7896094906372;Protetor Solar Cenoura & Bronze;08/12/2023;08/12/2023;46.9;0;48;5;200ml - FPS 50;S;1617679;0;N;0;0; 
5264;PERFUMARIA/HIGIENE E BELEZA;ACESSORIOS PARA SOL;PROTETOR CORPORAL;NIVEA;UN;1;4005808555307;Protetor Solar Nivea;08/12/2023;08/12/2023;55.9;0;0;5;200ml - Light Feeling - FPS 30;S;1204684;0;N;0;0; 
5264;PERFUMARIA/HIGIENE E BELEZA;HIGIENE PARA CABELOS;TRATAMENTO INTENSIVO TOP;TRESEMME;UN;1;7891150091153;Creme de Tratamento TRESemme;08/12/2023;08/12/2023;14.99;0;10;5;200ml - Leave-in - Reconstrucao e Forca;S;2140465;0;N;0;0; 
5264;PERFUMARIA/HIGIENE E BELEZA;HIGIENE PARA CABELOS;CREME P/PENTEAR TOP;ELSEVE;UN;1;7899706181006;Creme para Pentear Elseve;08/12/2023;08/12/2023;18.9;0;16;5;250ml - Liso dos Sonhos;S;1871847;0;N;0;0; 
5264;ACOUGUE;FRANGO;FRANGO ORGANICO;SADIA;UN;1;7891515515317;Drumette de Frango Sadia;08/12/2023;08/12/2023;20.99;0;35;5;1kg - Bio - Congelado;S;1773985;0;N;0;0; 
